ticket_id,text,category,priority,sentiment,channel,customer_tier,product,country,created_at,clean_text,text_len
TKT038064,Order tracking not updating I am disappointed.,delivery,P3,positive,chat,free,Product_A,UK,2024-12-16,order tracking not updating i am disappointed,45
TKT024374,Forgot password I am disappointed.,account,P3,negative,chat,enterprise,Product_B,Canada,2024-06-26,forgot password i am disappointed,33
TKT023749,Need help understanding pricing Kindly resolve this.,general,P0,negative,email,enterprise,Product_B,USA,2024-02-25,need help understanding pricing kindly resolve this,51
TKT007942,I want a refund for my order This is very frustrating.,refund,P1,neutral,email,pro,Product_B,Germany,2024-02-12,i want a refund for my order this is very frustrating,53
TKT016655,Forgot password Kindly resolve this.,account,P0,positive,chat,pro,Product_C,UK,2024-02-12,forgot password kindly resolve this,35
TKT037317,App keeps crashing when I login,technical,P3,negative,phone,free,Product_A,UK,2024-08-17,app keeps crashing when i login,31
TKT037469,Account locked,account,P1,positive,email,enterprise,Product_A,Canada,2024-09-07,account locked,14
TKT012922,Website not loading properly Thank you.,technical,P3,neutral,email,pro,Product_C,Germany,2024-08-11,website not loading properly thank you,38
TKT024161,Package missing Thank you.,delivery,P0,negative,chat,enterprise,Product_A,Germany,2024-05-11,package missing thank you,25
TKT036221,Feature not working correctly Very happy with support.,technical,P1,negative,email,enterprise,Product_A,India,2024-03-02,feature not working correctly very happy with support,53
TKT035240,Delivery is delayed Not satisfied.,delivery,P1,negative,email,free,Product_C,USA,2024-07-29,delivery is delayed not satisfied,33
TKT033092,Feature not working correctly Thank you.,technical,P3,negative,phone,free,Product_A,India,2024-02-09,feature not working correctly thank you,39
TKT043860,Delivery is delayed Please help urgently.,delivery,P3,neutral,chat,free,Product_A,UK,2024-11-30,delivery is delayed please help urgently,40
TKT026221,Account locked Thank you.,account,P3,neutral,phone,enterprise,Product_C,Canada,2024-05-21,account locked thank you,24
TKT036834,My package has not arrived yet Kindly resolve this.,delivery,P2,negative,chat,enterprise,Product_A,Germany,2024-05-07,my package has not arrived yet kindly resolve this,50
TKT024577,General inquiry Very happy with support.,general,P3,neutral,email,free,Product_C,Canada,2024-01-18,general inquiry very happy with support,39
TKT020266,When will my refund arrive? ASAP please.,refund,P2,negative,phone,free,Product_A,Canada,2024-12-30,when will my refund arrive asap please,38
TKT048568,Refund amount incorrect ASAP please.,refund,P0,negative,phone,free,Product_C,USA,2024-02-25,refund amount incorrect asap please,35
TKT015346,Requesting refund immediately Kindly resolve this.,refund,P2,negative,phone,enterprise,Product_B,USA,2024-01-17,requesting refund immediately kindly resolve this,49
TKT013668,Billing error on last payment ASAP please.,billing,P0,neutral,email,pro,Product_B,India,2024-11-14,billing error on last payment asap please,41
TKT028574,Unexpected charge on my card This is very frustrating.,billing,P2,positive,chat,free,Product_B,UK,2024-07-23,unexpected charge on my card this is very frustrating,53
TKT028643,Website not loading properly Thank you.,technical,P1,neutral,email,free,Product_B,India,2024-03-09,website not loading properly thank you,38
TKT001839,General inquiry Thank you.,general,P2,positive,email,free,Product_A,UK,2024-03-27,general inquiry thank you,25
TKT002105,Need to change email Not satisfied.,account,P2,negative,email,pro,Product_B,USA,2024-11-25,need to change email not satisfied,34
TKT035783,Forgot password Not satisfied.,account,P2,negative,email,enterprise,Product_B,UK,2024-02-06,forgot password not satisfied,29
TKT014594,Account access issue,account,P1,neutral,phone,pro,Product_C,Canada,2024-10-10,account access issue,20
TKT025986,I want a refund for my order Not satisfied.,refund,P1,neutral,email,free,Product_B,Germany,2024-01-06,i want a refund for my order not satisfied,42
TKT040128,Order tracking not updating Thank you.,delivery,P2,negative,chat,pro,Product_B,Germany,2024-09-08,order tracking not updating thank you,37
TKT004170,My invoice amount is incorrect Not satisfied.,billing,P2,positive,chat,enterprise,Product_B,UK,2024-09-25,my invoice amount is incorrect not satisfied,44
TKT019643,Billing error on last payment I am disappointed.,billing,P1,neutral,chat,free,Product_B,UK,2024-01-17,billing error on last payment i am disappointed,47
TKT004735,Do you offer discounts? Please help urgently.,general,P2,negative,email,enterprise,Product_B,India,2024-06-17,do you offer discounts please help urgently,43
TKT047903,Need help understanding pricing I am disappointed.,general,P2,negative,chat,enterprise,Product_A,Germany,2024-05-11,need help understanding pricing i am disappointed,49
TKT049819,Requesting refund immediately This is very frustrating.,refund,P2,neutral,phone,pro,Product_C,USA,2024-02-09,requesting refund immediately this is very frustrating,54
TKT000643,Unable to reset my password I am disappointed.,technical,P2,negative,chat,enterprise,Product_B,Canada,2024-07-17,unable to reset my password i am disappointed,45
TKT044320,Need to change email I am disappointed.,account,P1,negative,phone,enterprise,Product_B,India,2024-09-22,need to change email i am disappointed,38
TKT032102,Refund not processed yet Please help urgently.,refund,P1,negative,email,free,Product_A,Canada,2024-10-11,refund not processed yet please help urgently,45
TKT018804,Feature not working correctly Please help urgently.,technical,P3,negative,chat,enterprise,Product_B,USA,2024-07-21,feature not working correctly please help urgently,50
TKT018395,Need help understanding pricing Kindly resolve this.,general,P1,negative,chat,pro,Product_A,India,2024-01-17,need help understanding pricing kindly resolve this,51
TKT032277,Received wrong product Very happy with support.,delivery,P0,positive,phone,enterprise,Product_A,Canada,2024-01-12,received wrong product very happy with support,46
TKT030331,Getting server error I am disappointed.,technical,P2,positive,email,enterprise,Product_A,India,2024-04-15,getting server error i am disappointed,38
TKT045179,My invoice amount is incorrect Very happy with support.,billing,P2,negative,phone,enterprise,Product_B,Germany,2024-04-02,my invoice amount is incorrect very happy with support,54
TKT006450,Need more information about product Very happy with support.,general,P1,positive,email,pro,Product_A,Canada,2024-07-25,need more information about product very happy with support,59
TKT011223,Forgot password This is very frustrating.,account,P2,negative,phone,pro,Product_B,UK,2024-12-04,forgot password this is very frustrating,40
TKT003399,Getting server error,technical,P2,negative,phone,pro,Product_A,USA,2024-12-09,getting server error,20
TKT042791,Getting server error Kindly resolve this.,technical,P1,negative,phone,enterprise,Product_A,UK,2024-12-04,getting server error kindly resolve this,40
TKT041709,I was charged twice for my subscription,billing,P3,neutral,email,enterprise,Product_B,India,2024-02-25,i was charged twice for my subscription,39
TKT007424,My invoice amount is incorrect I am disappointed.,billing,P2,neutral,chat,enterprise,Product_A,Canada,2024-08-06,my invoice amount is incorrect i am disappointed,48
TKT042723,Feature not working correctly This is very frustrating.,technical,P3,positive,phone,enterprise,Product_B,India,2024-08-30,feature not working correctly this is very frustrating,54
TKT025196,Need help understanding pricing Kindly resolve this.,general,P2,negative,chat,pro,Product_B,Germany,2024-09-29,need help understanding pricing kindly resolve this,51
TKT043583,Do you offer discounts? I am disappointed.,general,P1,positive,chat,enterprise,Product_A,Germany,2024-09-07,do you offer discounts i am disappointed,40
TKT019272,Forgot password Very happy with support.,account,P3,negative,chat,enterprise,Product_C,Canada,2024-02-06,forgot password very happy with support,39
TKT040990,Account access issue This is very frustrating.,account,P3,negative,phone,enterprise,Product_A,UK,2024-02-09,account access issue this is very frustrating,45
TKT000556,Website not loading properly Not satisfied.,technical,P2,negative,email,enterprise,Product_B,India,2024-05-03,website not loading properly not satisfied,42
TKT003002,Refund not processed yet,refund,P3,negative,email,free,Product_B,Germany,2024-04-11,refund not processed yet,24
TKT002649,Unexpected charge on my card Not satisfied.,billing,P0,negative,phone,free,Product_C,USA,2024-08-30,unexpected charge on my card not satisfied,42
TKT035775,Requesting refund immediately Thank you.,refund,P2,negative,phone,free,Product_B,Germany,2024-12-01,requesting refund immediately thank you,39
TKT013798,Delivery is delayed Thank you.,delivery,P3,negative,email,free,Product_C,UK,2024-08-07,delivery is delayed thank you,29
TKT033316,Need more information about product Kindly resolve this.,general,P3,negative,chat,enterprise,Product_C,UK,2024-03-09,need more information about product kindly resolve this,55
TKT048275,Getting server error,technical,P1,neutral,email,free,Product_B,UK,2024-08-22,getting server error,20
TKT037613,Do you offer discounts? I am disappointed.,general,P1,positive,chat,pro,Product_B,India,2024-05-25,do you offer discounts i am disappointed,40
TKT023035,Need to change email This is very frustrating.,account,P1,negative,chat,enterprise,Product_C,UK,2024-12-07,need to change email this is very frustrating,45
TKT003310,App keeps crashing when I login This is very frustrating.,technical,P2,negative,phone,enterprise,Product_B,USA,2024-04-12,app keeps crashing when i login this is very frustrating,56
TKT017525,Cannot login to my account Kindly resolve this.,account,P3,positive,email,pro,Product_C,India,2024-05-09,cannot login to my account kindly resolve this,46
TKT004839,My invoice amount is incorrect Thank you.,billing,P2,neutral,phone,free,Product_B,Canada,2024-08-22,my invoice amount is incorrect thank you,40
TKT015861,Do you offer discounts? This is very frustrating.,general,P3,negative,phone,enterprise,Product_A,USA,2024-01-07,do you offer discounts this is very frustrating,47
TKT032745,Cannot login to my account ASAP please.,account,P2,negative,phone,pro,Product_C,India,2024-07-08,cannot login to my account asap please,38
TKT041651,Delivery is delayed ASAP please.,delivery,P2,negative,chat,pro,Product_A,UK,2024-01-06,delivery is delayed asap please,31
TKT010419,Need help understanding pricing Very happy with support.,general,P2,neutral,chat,enterprise,Product_B,UK,2024-01-12,need help understanding pricing very happy with support,55
TKT005691,My invoice amount is incorrect ASAP please.,billing,P2,neutral,email,pro,Product_A,UK,2024-05-18,my invoice amount is incorrect asap please,42
TKT004237,Account locked Thank you.,account,P3,positive,email,pro,Product_B,UK,2024-05-11,account locked thank you,24
TKT007943,Account access issue I am disappointed.,account,P2,neutral,email,free,Product_A,India,2024-11-03,account access issue i am disappointed,38
TKT048186,Unexpected charge on my card Not satisfied.,billing,P3,negative,phone,pro,Product_A,Canada,2024-09-04,unexpected charge on my card not satisfied,42
TKT047124,My package has not arrived yet Thank you.,delivery,P2,positive,phone,free,Product_A,Canada,2024-10-03,my package has not arrived yet thank you,40
TKT044247,How does this feature work? Very happy with support.,general,P1,neutral,chat,enterprise,Product_B,USA,2024-05-16,how does this feature work very happy with support,50
TKT029184,Unable to reset my password,technical,P3,neutral,chat,enterprise,Product_C,India,2024-06-08,unable to reset my password,27
TKT027106,Received wrong product,delivery,P1,negative,email,enterprise,Product_C,Germany,2024-08-06,received wrong product,22
TKT001804,Account locked Kindly resolve this.,account,P3,positive,email,free,Product_C,Canada,2024-10-01,account locked kindly resolve this,34
TKT047120,Delivery is delayed,delivery,P3,neutral,email,free,Product_A,Germany,2024-05-28,delivery is delayed,19
TKT045106,Need help understanding pricing I am disappointed.,general,P2,neutral,phone,enterprise,Product_C,Germany,2024-09-06,need help understanding pricing i am disappointed,49
TKT021304,Need help understanding pricing Thank you.,general,P2,neutral,phone,pro,Product_C,USA,2024-11-18,need help understanding pricing thank you,41
TKT044339,Getting server error ASAP please.,technical,P2,negative,email,enterprise,Product_B,Canada,2024-04-26,getting server error asap please,32
TKT037349,Delivery is delayed,delivery,P0,negative,email,free,Product_A,Canada,2024-11-26,delivery is delayed,19
TKT031321,My package has not arrived yet Very happy with support.,delivery,P2,negative,email,free,Product_A,USA,2024-10-09,my package has not arrived yet very happy with support,54
TKT047919,My invoice amount is incorrect I am disappointed.,billing,P2,negative,email,enterprise,Product_B,UK,2024-06-25,my invoice amount is incorrect i am disappointed,48
TKT004317,App keeps crashing when I login Not satisfied.,technical,P3,negative,email,pro,Product_A,India,2024-06-09,app keeps crashing when i login not satisfied,45
TKT006670,Refund not processed yet I am disappointed.,refund,P0,positive,email,pro,Product_A,Canada,2024-01-28,refund not processed yet i am disappointed,42
TKT009367,App keeps crashing when I login Thank you.,technical,P3,neutral,email,enterprise,Product_A,USA,2024-03-26,app keeps crashing when i login thank you,41
TKT025510,How does this feature work? Not satisfied.,general,P2,negative,chat,pro,Product_B,USA,2024-12-21,how does this feature work not satisfied,40
TKT040096,Package missing Thank you.,delivery,P2,negative,chat,enterprise,Product_B,USA,2024-12-20,package missing thank you,25
TKT010669,Do you offer discounts? I am disappointed.,general,P2,negative,chat,free,Product_A,USA,2024-01-24,do you offer discounts i am disappointed,40
TKT005319,Account locked ASAP please.,account,P1,neutral,phone,pro,Product_C,UK,2024-07-17,account locked asap please,26
TKT004318,I was charged twice for my subscription ASAP please.,billing,P2,positive,email,free,Product_A,UK,2024-07-24,i was charged twice for my subscription asap please,51
TKT019339,Why was extra tax added?,billing,P2,neutral,email,enterprise,Product_A,UK,2024-09-19,why was extra tax added,23
TKT031777,Why was extra tax added? Kindly resolve this.,billing,P3,negative,email,pro,Product_C,Germany,2024-02-19,why was extra tax added kindly resolve this,43
TKT029966,Requesting refund immediately Thank you.,refund,P2,negative,email,enterprise,Product_A,USA,2024-05-31,requesting refund immediately thank you,39
TKT026994,Delivery is delayed Not satisfied.,delivery,P0,positive,email,pro,Product_A,Germany,2024-07-02,delivery is delayed not satisfied,33
TKT003929,My package has not arrived yet Kindly resolve this.,delivery,P1,negative,email,pro,Product_C,UK,2024-06-24,my package has not arrived yet kindly resolve this,50
TKT015794,Order tracking not updating Not satisfied.,delivery,P3,neutral,chat,enterprise,Product_A,Canada,2024-12-29,order tracking not updating not satisfied,41
TKT018548,Refund not processed yet Very happy with support.,refund,P1,neutral,email,pro,Product_C,Canada,2024-07-17,refund not processed yet very happy with support,48
TKT004751,I want a refund for my order Please help urgently.,refund,P3,neutral,phone,free,Product_A,UK,2024-06-27,i want a refund for my order please help urgently,49
TKT017504,Account locked This is very frustrating.,account,P2,negative,email,free,Product_B,Canada,2024-11-06,account locked this is very frustrating,39
TKT045118,Need more information about product Please help urgently.,general,P1,neutral,chat,pro,Product_B,Canada,2024-04-13,need more information about product please help urgently,56
TKT049690,I want a refund for my order Not satisfied.,refund,P2,negative,email,pro,Product_B,India,2024-07-25,i want a refund for my order not satisfied,42
TKT019852,Delivery is delayed Thank you.,delivery,P2,positive,chat,free,Product_B,USA,2024-10-22,delivery is delayed thank you,29
TKT022045,My invoice amount is incorrect This is very frustrating.,billing,P2,neutral,phone,enterprise,Product_A,Germany,2024-11-11,my invoice amount is incorrect this is very frustrating,55
TKT042941,My invoice amount is incorrect Kindly resolve this.,billing,P3,negative,chat,pro,Product_A,UK,2024-05-07,my invoice amount is incorrect kindly resolve this,50
TKT033509,Received wrong product This is very frustrating.,delivery,P3,negative,chat,free,Product_A,USA,2024-11-11,received wrong product this is very frustrating,47
TKT014837,I was charged twice for my subscription This is very frustrating.,billing,P2,negative,chat,enterprise,Product_C,Canada,2024-08-08,i was charged twice for my subscription this is very frustrating,64
TKT045486,I want a refund for my order This is very frustrating.,refund,P3,negative,chat,enterprise,Product_B,India,2024-07-22,i want a refund for my order this is very frustrating,53
TKT008808,My package has not arrived yet Kindly resolve this.,delivery,P2,negative,phone,enterprise,Product_A,Canada,2024-10-15,my package has not arrived yet kindly resolve this,50
TKT014376,When will my refund arrive? Kindly resolve this.,refund,P2,positive,email,enterprise,Product_C,India,2024-08-11,when will my refund arrive kindly resolve this,46
TKT001068,Received wrong product Very happy with support.,delivery,P3,negative,email,free,Product_A,Germany,2024-08-23,received wrong product very happy with support,46
TKT008294,My package has not arrived yet Kindly resolve this.,delivery,P2,negative,phone,pro,Product_A,India,2024-03-07,my package has not arrived yet kindly resolve this,50
TKT040272,Do you offer discounts? I am disappointed.,general,P2,neutral,email,pro,Product_C,USA,2024-05-04,do you offer discounts i am disappointed,40
TKT048657,General inquiry This is very frustrating.,general,P1,neutral,chat,free,Product_A,Germany,2024-03-24,general inquiry this is very frustrating,40
TKT037512,General inquiry Not satisfied.,general,P3,negative,phone,free,Product_A,UK,2024-09-19,general inquiry not satisfied,29
TKT032969,App keeps crashing when I login ASAP please.,technical,P2,neutral,chat,free,Product_A,Canada,2024-10-10,app keeps crashing when i login asap please,43
TKT048333,Need more information about product Very happy with support.,general,P1,negative,phone,enterprise,Product_B,UK,2024-08-13,need more information about product very happy with support,59
TKT013263,Website not loading properly Very happy with support.,technical,P3,positive,chat,pro,Product_A,UK,2024-02-27,website not loading properly very happy with support,52
TKT008777,Requesting refund immediately,refund,P1,positive,phone,enterprise,Product_C,Canada,2024-01-12,requesting refund immediately,29
TKT008019,Requesting refund immediately ASAP please.,refund,P2,neutral,phone,free,Product_A,Germany,2024-06-06,requesting refund immediately asap please,41
TKT043155,Requesting refund immediately Thank you.,refund,P2,negative,phone,enterprise,Product_A,Canada,2024-11-05,requesting refund immediately thank you,39
TKT010537,Feature not working correctly Very happy with support.,technical,P0,negative,chat,enterprise,Product_A,USA,2024-08-09,feature not working correctly very happy with support,53
TKT035837,Package missing Not satisfied.,delivery,P2,neutral,email,free,Product_A,Germany,2024-01-17,package missing not satisfied,29
TKT015291,Refund amount incorrect Kindly resolve this.,refund,P3,neutral,chat,free,Product_C,UK,2024-02-13,refund amount incorrect kindly resolve this,43
TKT049185,Refund amount incorrect Thank you.,refund,P1,negative,chat,pro,Product_A,UK,2024-05-03,refund amount incorrect thank you,33
TKT017483,Account access issue ASAP please.,account,P3,neutral,chat,pro,Product_A,USA,2024-09-07,account access issue asap please,32
TKT001244,App keeps crashing when I login ASAP please.,technical,P2,neutral,email,pro,Product_B,UK,2024-04-23,app keeps crashing when i login asap please,43
TKT032938,Requesting refund immediately This is very frustrating.,refund,P3,neutral,email,enterprise,Product_A,Canada,2024-12-03,requesting refund immediately this is very frustrating,54
TKT043632,Delivery is delayed,delivery,P2,positive,chat,enterprise,Product_B,Canada,2024-06-05,delivery is delayed,19
TKT000793,Unexpected charge on my card I am disappointed.,billing,P2,neutral,email,enterprise,Product_A,India,2024-10-18,unexpected charge on my card i am disappointed,46
TKT040262,Forgot password I am disappointed.,account,P2,positive,email,free,Product_C,Germany,2024-05-19,forgot password i am disappointed,33
TKT007725,Website not loading properly This is very frustrating.,technical,P1,neutral,chat,pro,Product_A,USA,2024-02-22,website not loading properly this is very frustrating,53
TKT043053,Need more information about product This is very frustrating.,general,P2,negative,email,free,Product_B,Germany,2024-01-13,need more information about product this is very frustrating,60
TKT005757,My package has not arrived yet Not satisfied.,delivery,P2,neutral,email,free,Product_B,UK,2024-03-31,my package has not arrived yet not satisfied,44
TKT032537,Delivery is delayed Very happy with support.,delivery,P2,neutral,chat,pro,Product_C,UK,2024-10-07,delivery is delayed very happy with support,43
TKT022896,Need more information about product Not satisfied.,general,P2,negative,email,enterprise,Product_B,Canada,2024-06-01,need more information about product not satisfied,49
TKT000950,App keeps crashing when I login Thank you.,technical,P0,neutral,phone,enterprise,Product_A,Canada,2024-01-13,app keeps crashing when i login thank you,41
TKT026409,Delivery is delayed Not satisfied.,delivery,P1,negative,chat,pro,Product_C,India,2024-07-26,delivery is delayed not satisfied,33
TKT007296,Website not loading properly Very happy with support.,technical,P2,positive,chat,enterprise,Product_B,UK,2024-01-21,website not loading properly very happy with support,52
TKT032521,Billing error on last payment Kindly resolve this.,billing,P3,negative,email,pro,Product_C,India,2024-08-23,billing error on last payment kindly resolve this,49
TKT016695,My package has not arrived yet Kindly resolve this.,delivery,P3,neutral,phone,enterprise,Product_A,Germany,2024-11-30,my package has not arrived yet kindly resolve this,50
TKT010274,Received wrong product I am disappointed.,delivery,P3,positive,email,pro,Product_A,USA,2024-09-04,received wrong product i am disappointed,40
TKT001840,Account locked This is very frustrating.,account,P1,neutral,chat,free,Product_B,UK,2024-03-25,account locked this is very frustrating,39
TKT045431,Need help understanding pricing Please help urgently.,general,P1,negative,phone,free,Product_B,Canada,2024-01-02,need help understanding pricing please help urgently,52
TKT025697,My invoice amount is incorrect Not satisfied.,billing,P3,negative,phone,pro,Product_C,Germany,2024-03-17,my invoice amount is incorrect not satisfied,44
TKT019725,Refund amount incorrect Kindly resolve this.,refund,P3,negative,phone,enterprise,Product_B,USA,2024-11-28,refund amount incorrect kindly resolve this,43
TKT027954,Cannot login to my account I am disappointed.,account,P0,neutral,phone,enterprise,Product_C,UK,2024-02-22,cannot login to my account i am disappointed,44
TKT026657,Forgot password,account,P2,positive,chat,free,Product_A,India,2024-04-16,forgot password,15
TKT030914,My package has not arrived yet This is very frustrating.,delivery,P2,neutral,email,enterprise,Product_B,India,2024-05-15,my package has not arrived yet this is very frustrating,55
TKT026825,Need help understanding pricing Very happy with support.,general,P1,negative,phone,enterprise,Product_A,UK,2024-12-26,need help understanding pricing very happy with support,55
TKT002899,Refund amount incorrect Kindly resolve this.,refund,P1,positive,email,pro,Product_B,USA,2024-06-29,refund amount incorrect kindly resolve this,43
TKT031682,I was charged twice for my subscription,billing,P2,negative,chat,enterprise,Product_B,India,2024-02-17,i was charged twice for my subscription,39
TKT013811,Need more information about product Thank you.,general,P1,negative,phone,enterprise,Product_B,USA,2024-02-15,need more information about product thank you,45
TKT004337,Order tracking not updating This is very frustrating.,delivery,P2,negative,chat,enterprise,Product_C,UK,2024-01-23,order tracking not updating this is very frustrating,52
TKT006379,I want a refund for my order This is very frustrating.,refund,P2,negative,email,free,Product_B,UK,2024-07-19,i want a refund for my order this is very frustrating,53
TKT017308,Unable to reset my password Please help urgently.,technical,P2,negative,phone,pro,Product_B,Canada,2024-09-17,unable to reset my password please help urgently,48
TKT047992,Forgot password I am disappointed.,account,P0,neutral,email,free,Product_B,Canada,2024-11-21,forgot password i am disappointed,33
TKT002169,Requesting refund immediately Kindly resolve this.,refund,P1,negative,chat,enterprise,Product_B,Germany,2024-03-08,requesting refund immediately kindly resolve this,49
TKT033454,Requesting refund immediately Thank you.,refund,P2,neutral,email,enterprise,Product_C,Canada,2024-06-25,requesting refund immediately thank you,39
TKT005799,Billing error on last payment,billing,P2,negative,email,free,Product_B,Canada,2024-10-17,billing error on last payment,29
TKT006103,Requesting refund immediately Please help urgently.,refund,P2,positive,phone,pro,Product_C,Germany,2024-12-12,requesting refund immediately please help urgently,50
TKT049435,Need to change email This is very frustrating.,account,P2,positive,email,free,Product_A,India,2024-01-08,need to change email this is very frustrating,45
TKT041131,Forgot password,account,P1,neutral,email,pro,Product_C,Canada,2024-05-28,forgot password,15
TKT018937,Delivery is delayed Kindly resolve this.,delivery,P0,negative,chat,free,Product_B,UK,2024-12-31,delivery is delayed kindly resolve this,39
TKT038889,How does this feature work? I am disappointed.,general,P2,negative,phone,pro,Product_B,Canada,2024-12-04,how does this feature work i am disappointed,44
TKT047539,Unexpected charge on my card This is very frustrating.,billing,P1,neutral,email,pro,Product_C,India,2024-11-12,unexpected charge on my card this is very frustrating,53
TKT001026,Received wrong product Not satisfied.,delivery,P3,negative,email,free,Product_A,USA,2024-08-25,received wrong product not satisfied,36
TKT024071,My package has not arrived yet I am disappointed.,delivery,P0,negative,email,free,Product_A,USA,2024-07-02,my package has not arrived yet i am disappointed,48
TKT027694,Feature not working correctly Please help urgently.,technical,P1,neutral,chat,free,Product_A,USA,2024-04-19,feature not working correctly please help urgently,50
TKT031518,Unexpected charge on my card Not satisfied.,billing,P3,negative,email,enterprise,Product_A,India,2024-04-05,unexpected charge on my card not satisfied,42
TKT034635,Requesting refund immediately I am disappointed.,refund,P2,negative,phone,enterprise,Product_A,UK,2024-02-07,requesting refund immediately i am disappointed,47
TKT031358,I want a refund for my order Not satisfied.,refund,P1,negative,chat,free,Product_A,India,2024-10-09,i want a refund for my order not satisfied,42
TKT009956,General inquiry ASAP please.,general,P2,neutral,chat,enterprise,Product_A,Canada,2024-06-13,general inquiry asap please,27
TKT045804,Unexpected charge on my card Thank you.,billing,P3,negative,email,free,Product_B,India,2024-01-19,unexpected charge on my card thank you,38
TKT020655,Requesting refund immediately I am disappointed.,refund,P0,negative,chat,pro,Product_C,Canada,2024-09-26,requesting refund immediately i am disappointed,47
TKT009343,How does this feature work? Not satisfied.,general,P1,neutral,phone,free,Product_B,UK,2024-02-12,how does this feature work not satisfied,40
TKT019125,Refund not processed yet Thank you.,refund,P3,negative,email,pro,Product_C,India,2024-03-05,refund not processed yet thank you,34
TKT019181,Why was extra tax added? Please help urgently.,billing,P3,negative,chat,enterprise,Product_C,Canada,2024-02-22,why was extra tax added please help urgently,44
TKT007674,Need more information about product,general,P2,negative,email,free,Product_C,Germany,2024-12-12,need more information about product,35
TKT041130,Getting server error I am disappointed.,technical,P0,positive,phone,free,Product_A,UK,2024-02-22,getting server error i am disappointed,38
TKT018677,Refund amount incorrect Kindly resolve this.,refund,P2,positive,email,free,Product_C,Germany,2024-05-11,refund amount incorrect kindly resolve this,43
TKT013630,Need to change email Kindly resolve this.,account,P1,negative,phone,free,Product_B,UK,2024-03-20,need to change email kindly resolve this,40
TKT037626,Do you offer discounts? Not satisfied.,general,P3,positive,email,pro,Product_A,Canada,2024-08-03,do you offer discounts not satisfied,36
TKT027892,Billing error on last payment I am disappointed.,billing,P2,negative,phone,free,Product_A,USA,2024-04-06,billing error on last payment i am disappointed,47
TKT042564,General inquiry ASAP please.,general,P3,negative,chat,enterprise,Product_C,India,2024-02-24,general inquiry asap please,27
TKT023353,My package has not arrived yet,delivery,P0,positive,chat,pro,Product_C,Canada,2024-11-26,my package has not arrived yet,30
TKT018866,Forgot password This is very frustrating.,account,P2,negative,phone,enterprise,Product_C,Canada,2024-12-15,forgot password this is very frustrating,40
TKT032130,Need to change email Not satisfied.,account,P2,neutral,email,pro,Product_A,India,2024-02-12,need to change email not satisfied,34
TKT024545,Package missing,delivery,P3,negative,email,free,Product_B,Canada,2024-12-22,package missing,15
TKT048034,Feature not working correctly This is very frustrating.,technical,P0,negative,chat,pro,Product_A,UK,2024-02-14,feature not working correctly this is very frustrating,54
TKT011371,When will my refund arrive? Very happy with support.,refund,P2,neutral,chat,free,Product_C,UK,2024-03-15,when will my refund arrive very happy with support,50
TKT001645,Website not loading properly Thank you.,technical,P3,negative,phone,pro,Product_C,Germany,2024-06-26,website not loading properly thank you,38
TKT035327,General inquiry Very happy with support.,general,P1,negative,email,pro,Product_C,India,2024-05-13,general inquiry very happy with support,39
TKT026012,Account locked ASAP please.,account,P3,negative,email,pro,Product_C,Germany,2024-09-20,account locked asap please,26
TKT015222,Need more information about product Very happy with support.,general,P3,negative,phone,free,Product_C,Germany,2024-01-24,need more information about product very happy with support,59
TKT049265,App keeps crashing when I login This is very frustrating.,technical,P2,positive,email,enterprise,Product_B,UK,2024-08-12,app keeps crashing when i login this is very frustrating,56
TKT011487,Why was extra tax added? Please help urgently.,billing,P3,neutral,chat,enterprise,Product_C,India,2024-07-25,why was extra tax added please help urgently,44
TKT014689,Need more information about product,general,P3,negative,chat,pro,Product_C,UK,2024-04-29,need more information about product,35
TKT047385,Unable to reset my password This is very frustrating.,technical,P2,negative,phone,free,Product_B,Germany,2024-07-12,unable to reset my password this is very frustrating,52
TKT045749,Account locked Thank you.,account,P1,negative,email,pro,Product_C,India,2024-01-28,account locked thank you,24
TKT018325,Account access issue I am disappointed.,account,P3,negative,phone,pro,Product_C,USA,2024-02-14,account access issue i am disappointed,38
TKT012000,Refund not processed yet This is very frustrating.,refund,P2,neutral,chat,free,Product_B,India,2024-07-03,refund not processed yet this is very frustrating,49
TKT018372,Refund amount incorrect I am disappointed.,refund,P1,neutral,phone,enterprise,Product_B,UK,2024-05-30,refund amount incorrect i am disappointed,41
TKT042579,App keeps crashing when I login Thank you.,technical,P3,negative,email,pro,Product_A,Germany,2024-05-28,app keeps crashing when i login thank you,41
TKT004546,Refund not processed yet This is very frustrating.,refund,P3,negative,chat,free,Product_B,Canada,2024-07-21,refund not processed yet this is very frustrating,49
TKT022795,Need more information about product,general,P2,neutral,phone,free,Product_A,Canada,2024-01-22,need more information about product,35
TKT007976,When will my refund arrive? Very happy with support.,refund,P2,negative,phone,enterprise,Product_B,India,2024-10-21,when will my refund arrive very happy with support,50
TKT008646,Website not loading properly Very happy with support.,technical,P3,negative,email,free,Product_A,Canada,2024-12-04,website not loading properly very happy with support,52
TKT005589,How does this feature work? Thank you.,general,P0,neutral,phone,pro,Product_A,USA,2024-04-27,how does this feature work thank you,36
TKT049897,Forgot password I am disappointed.,account,P1,negative,phone,free,Product_A,USA,2024-12-14,forgot password i am disappointed,33
TKT015409,Account locked Not satisfied.,account,P1,neutral,chat,free,Product_A,UK,2024-11-07,account locked not satisfied,28
